Accession2,gene,totalCount,CountX,CountY,meanX,meanY,type,comparison,log10X,log10Y
MMAR_0641,MMAR_0641,15,9,6,47100.8003333333,113879.407333333,Secreted,∆eccCb1,4.67302828669147,5.05644519826652
MMAR_0643,MMAR_0643,12,6,6,280.716468333333,216.853808833333,Secreted,∆eccCb1,2.44826789142496,2.33616705452616
MMAR_0645,clpB,15,9,6,14963.8858444444,41706.0436666667,Secreted,∆eccCb1,4.17504438642025,4.62019899360441
MMAR_0647,MMAR_0647,9,6,3,331.193695833333,735.577123333333,Secreted,∆eccCb1,2.52008206153418,2.86662821408889
MMAR_0649,pyrE,11,5,6,120.330832,296.70365,Secreted,∆eccCb1,2.0803769195415,2.47232288896972
MMAR_0651,MMAR_0651,6,3,3,165.439666666667,634.856766666667,Secreted,∆eccCb1,2.21863964638379,2.80267575290928
MMAR_0652,secE2,15,9,6,1098.43238666667,3077.05065,Secreted,∆eccCb1,3.0407733293482,3.48813464503994
MMAR_0656,coxS,15,9,6,181.520485111111,194.929051666667,Secreted,∆eccCb1,2.25892564352473,2.28987656994511
MMAR_0657,coxL,15,9,6,506.516828888889,1519.61238333333,Secreted,∆eccCb1,2.70459387925635,3.18173282396627
MMAR_0661,MMAR_0661,15,9,6,379.716806777778,629.581728333333,Secreted,∆eccCb1,2.57945982002447,2.79905211547687
MMAR_0669,fba,15,9,6,28464.8067222222,126981.735333333,Secreted,∆eccCb1,4.4543082392715,5.10374125785049
MMAR_0672,MMAR_0672,3,3,0,353.55246,NA,Secreted,∆eccCb1,2.54845386338939,0
MMAR_0680,purA,15,9,6,5900.76783333333,27948.3308333333,Secreted,∆eccCb1,3.77090852758837,4.44635587549546
MMAR_0681,MMAR_0681,15,9,6,4260.03571444444,11009.3755333333,Secreted,∆eccCb1,3.62941324007012,4.04176268590011
MMAR_0685,MMAR_0685,12,6,6,357.594881666667,201.26597,Secreted,∆eccCb1,2.55339129401697,2.30377035069309
MMAR_0686,purT,15,9,6,2491.98018555556,3592.5071,Secreted,∆eccCb1,3.3965445848017,3.5553976351188
MMAR_0687,MMAR_0687,9,6,3,155.571199333333,273.148546666667,Secreted,∆eccCb1,2.19192919979809,2.43639889411904
MMAR_0688,metZ,15,9,6,898.330375555556,2781.99006666667,Secreted,∆eccCb1,2.95343608487877,3.44435557497323
MMAR_0689,ndh_1,3,3,0,338.49851,NA,Secreted,∆eccCb1,2.52955676135144,0
MMAR_0694,MMAR_0694,4,1,3,50.75547,1376.50383333333,Secreted,∆eccCb1,1.70548285373403,3.13877742516865
MMAR_0695,MMAR_0695,15,9,6,21280.6615333333,37046.952,Secreted,∆eccCb1,4.32798512436599,4.56875248265182
MMAR_0698,fadE7,9,6,3,1720.37611666667,5051.1307,Secreted,∆eccCb1,3.23562340477727,3.70338860619883
MMAR_0707,pks6,3,3,0,603.05478,NA,Secreted,∆eccCb1,2.78035676416527,0
MMAR_0709,fgd1,15,9,6,2095.79623333333,9079.71646666667,Secreted,∆eccCb1,3.32134905548688,3.95807228696991
MMAR_0710,pta,12,6,6,1181.77730833333,2532.13483166667,Secreted,∆eccCb1,3.07253564670285,3.40348682736813
MMAR_0711,ackA,15,9,6,1915.93922111111,8149.97385,Secreted,∆eccCb1,3.28238172793943,3.91115621526526
MMAR_0713,pknG,6,3,3,1599.18913333333,2504.41613333333,Secreted,∆eccCb1,3.20389983004115,3.39870649282713
MMAR_0714,glnH,15,9,6,543.390926666667,374.246728333333,Secreted,∆eccCb1,2.73511238245968,2.57315801242727
MMAR_0716,mutT3,6,3,3,183.493843333333,114.34243,Secreted,∆eccCb1,2.26362149719183,2.05820741758244
MMAR_0717,thiE,6,3,3,119.85566,381.83155,Secreted,∆eccCb1,2.07865854774578,2.58187181045053
MMAR_0718,thiO,12,6,6,449.350093333333,340.383115,Secreted,∆eccCb1,2.65258483623284,2.53196800839197
MMAR_0720,thiG,6,3,3,91.1344,243.23392,Secreted,∆eccCb1,1.9596823386658,2.38602413902837
MMAR_0722,MMAR_0722,15,9,6,79266.9212222222,163853.3915,Secreted,∆eccCb1,4.8990919902463,5.21445543500428
MMAR_0724,MMAR_0724,15,9,6,1998.57799777778,1875.614625,Secreted,∆eccCb1,3.3007211019799,3.27314361046692
MMAR_0726,lpqL,2,2,0,172.220895,NA,Secreted,∆eccCb1,2.23608584184866,0
MMAR_0727,lpqL_1,9,6,3,314.184985,607.233673333333,Secreted,∆eccCb1,2.49718542612896,2.78335584677637
MMAR_0728,lpqM,15,9,6,263.430330888889,289.017371666667,Secreted,∆eccCb1,2.42066577738095,2.46092394722796
MMAR_0733,MMAR_0733,9,6,3,190.6000125,167.266945,Secreted,∆eccCb1,2.28012292478437,2.2234101249285
MMAR_0734,thiD,12,6,6,567.083776666667,2195.94993166667,Secreted,∆eccCb1,2.75364722301351,3.34162243384328
MMAR_0735,thiC,15,9,6,3943.86023333333,13205.2375,Secreted,∆eccCb1,3.5959215155573,4.12074621652453
MMAR_0736,MMAR_0736,9,6,3,260.38575,465.46631,Secreted,∆eccCb1,2.41561721313077,2.66788825264156
MMAR_0738,MMAR_0738,3,3,0,1185.48738,NA,Secreted,∆eccCb1,3.0738969350957,0
MMAR_0741,MMAR_0741,9,3,6,107.98676,630.979801666667,Secreted,∆eccCb1,2.0333705109367,2.80001545723921
MMAR_0742,xthA,6,3,3,244.28394,493.290643333333,Secreted,∆eccCb1,2.38789491601705,2.69310287790439
MMAR_0744,def,15,9,6,1707.44122777778,1910.14194,Secreted,∆eccCb1,3.23234576366186,3.28106564026782
MMAR_0745,MMAR_0745,12,6,6,89.2142023333333,245.073798333333,Secreted,∆eccCb1,1.95043399679785,2.38929688184561
MMAR_0746,MMAR_0746,15,9,6,8102.23601111111,18794.2873666667,Secreted,∆eccCb1,3.90860488965359,4.27402586297924
MMAR_0747,sodC,15,9,6,2940.80677777778,6855.3953,Secreted,∆eccCb1,3.46846649064049,3.83603250240182
MMAR_0748,MMAR_0748,9,6,3,589.559383333333,1068.72662333333,Secreted,∆eccCb1,2.77052755591983,3.02886662835062
MMAR_0749,MMAR_0749,6,3,3,87.6684216666667,152.715226666667,Secreted,∆eccCb1,1.94284318782926,2.18388234110114
MMAR_0754,psd,12,6,6,610.965513333333,562.681778333333,Secreted,∆eccCb1,2.7860166966718,2.75026285135904
MMAR_0759,groEL2,15,9,6,32757.727,156658.846666667,Secreted,∆eccCb1,4.51531375921766,5.19495492491215
MMAR_0760,MMAR_0760,13,7,6,851.849422857143,374.499,Secreted,∆eccCb1,2.93036283349715,2.5734506623691
MMAR_0761,PPE10,15,9,6,3489.87722222222,2304.76856666667,Secreted,∆eccCb1,3.54281014826309,3.36262732223508
MMAR_0762,MMAR_0762,9,3,6,131.93521,465.983185,Secreted,∆eccCb1,2.12036071266598,2.66837024545938
MMAR_0764,MMAR_0764,9,6,3,243.702505833333,224.92109,Secreted,∆eccCb1,2.38685999477354,2.35203017949608
MMAR_0765,MMAR_0765,6,3,3,491.399833333333,118.997676666667,Secreted,∆eccCb1,2.69143500484568,2.07553848222702
MMAR_0769,MMAR_0769,3,0,3,NA,196.213266666667,Secreted,∆eccCb1,0,2.29272836820876
MMAR_0770,MMAR_0770,6,3,3,6894.05916666667,95.8111366666667,Secreted,∆eccCb1,3.83847500631977,1.98141599250002
MMAR_0772,mmpS4_2,6,3,3,1062.87032,58.5628183333333,Secreted,∆eccCb1,3.02648027981585,1.76762196895816
MMAR_0777,MMAR_0777,15,9,6,117298.338333333,105217.605,Secreted,∆eccCb1,5.06929185987533,5.02208841201045
MMAR_0778,echA2,9,6,3,192.551336666667,389.16877,Secreted,∆eccCb1,2.28454653778577,2.59013798174827
MMAR_0779,MMAR_0779,15,9,6,3838.98352222222,11535.2947833333,Secreted,∆eccCb1,3.58421624803214,4.06202869735206
MMAR_0780,putA_1,15,9,6,12620.3400444444,57904.8998333333,Secreted,∆eccCb1,4.10107105676519,4.76271531468673
MMAR_0781,MMAR_0781,12,6,6,593.651706666667,713.042661666667,Secreted,∆eccCb1,2.77353172067736,2.85311551466554
MMAR_0785,lpd,15,9,6,33001.0955,113907.395833333,Secreted,∆eccCb1,4.51852835689934,5.05655192307233
MMAR_0787,MMAR_0787,6,3,3,71.9041333333333,157.358476666667,Secreted,∆eccCb1,1.85675385606109,2.196890142676
MMAR_0789,MMAR_0789,9,6,3,202.229223333333,233.967726666667,Secreted,∆eccCb1,2.30584391394224,2.36915595528526
MMAR_0790,MMAR_0790,15,9,6,5049.43727777778,940.178859333333,Secreted,∆eccCb1,3.70324298192599,2.97321048150646
MMAR_0791,MMAR_0791,5,2,3,60.0925525,240.807106666667,Secreted,∆eccCb1,1.77882065156061,2.38166929961475
MMAR_0792,icl,15,9,6,9486.11676666667,41111.1471666667,Secreted,∆eccCb1,3.97708846617363,4.6139595955155
MMAR_0793,fadB2,15,9,6,19992.9640444444,63140.0955,Secreted,∆eccCb1,4.30087718494954,4.80030523443126
MMAR_0794,umaA,15,9,6,22190.9333333333,65775.7606666667,Secreted,∆eccCb1,4.34617556870304,4.81806587920435
MMAR_0796,pcaA,15,9,6,1595.60264888889,5672.11973333333,Secreted,∆eccCb1,3.20292474861854,3.7537453898367
MMAR_0797,MMAR_0797,4,1,3,63.642036,378.4122,Secreted,∆eccCb1,1.80374406490008,2.57796512959886
MMAR_0800,hbhA,15,9,6,21491.7135666667,56653.5765,Secreted,∆eccCb1,4.33227104382458,4.75322733176668
MMAR_0803,deoC,15,9,6,2774.74075555556,10912.659,Secreted,∆eccCb1,3.4432224131556,4.03793058453214
MMAR_0804,MMAR_0804,9,6,3,153.715751666667,263.829686666667,Secreted,∆eccCb1,2.18671837310418,2.4213236616809
MMAR_0805,MMAR_0805,15,9,6,3204.01233888889,11916.1324833333,Secreted,∆eccCb1,3.50569417991565,4.0761353230476
MMAR_0808,murB,15,9,6,1369.84174666667,3532.37845,Secreted,∆eccCb1,3.13667039743433,3.54806722659915
MMAR_0809,lprQ,15,9,6,427.830156666667,1007.38429166667,Secreted,∆eccCb1,2.63127139363507,3.00319517453869
MMAR_0810,MMAR_0810,12,6,6,103.995798833333,394.602955,Secreted,∆eccCb1,2.01701579525692,2.59616033315994
MMAR_0811,MMAR_0811,9,6,3,327.470828333333,138.786703333333,Secreted,∆eccCb1,2.51517261834876,2.14234785988269
MMAR_0813,MMAR_0813,9,6,3,456.310196666667,3927.36930666667,Secreted,∆eccCb1,2.65926017358657,3.59410174168454
MMAR_0814,gpm1,15,9,6,8373.97552222222,26089.4433333333,Secreted,∆eccCb1,3.92293168708072,4.41646481272074
MMAR_0816,regX3,15,9,6,5853.33242222222,8968.78666666667,Secreted,∆eccCb1,3.76740318924953,3.95273369392332
MMAR_0822,MMAR_0822,6,3,3,99.4503866666667,453.932796666667,Secreted,∆eccCb1,1.99760647601624,2.6569915616739
MMAR_0826,proC,15,9,6,6230.52332222222,18244.7806666667,Secreted,∆eccCb1,3.79452452601844,4.2611386467728
MMAR_0829,galE2,5,2,3,58.9378285,376.545193333333,Secreted,∆eccCb1,1.77039413070223,2.57581710812609
MMAR_0831,cmaA2,6,3,3,65.3424776666667,166.513906666667,Secreted,∆eccCb1,1.81519559810025,2.22145051013294
MMAR_0832,MMAR_0832,15,9,6,2204.21500555556,4830.60875,Secreted,∆eccCb1,3.34325395459542,3.68400186369289
MMAR_0833,serB1,3,3,0,100.072860333333,NA,Secreted,∆eccCb1,2.00031631318773,0
MMAR_0840,mmpL2,6,3,3,194.560736666667,271.173793333333,Secreted,∆eccCb1,2.28905520196796,2.43324771631352
MMAR_0843,hemC,15,9,6,1445.47617888889,3750.70375,Secreted,∆eccCb1,3.16001093899363,3.57411276267879
MMAR_0844,hemD,6,3,3,195.650605,525.418543333333,Secreted,∆eccCb1,2.29148119518459,2.72050539605803
MMAR_0845,hemB,15,9,6,2889.93746555556,4626.49228333333,Secreted,∆eccCb1,3.46088844529704,3.66525184213116
MMAR_0855,MMAR_0855,15,9,6,4356.59545,10999.0035,Secreted,∆eccCb1,3.63914723356674,4.04135334024412
MMAR_0858,MMAR_0858,15,9,6,1680.01393777778,3959.72628333333,Secreted,∆eccCb1,3.22531288474662,3.59766516629258
MMAR_0859,MMAR_0859,6,3,3,110.528486666667,6307.91273333333,Secreted,∆eccCb1,2.04347422379243,3.79988567646188
MMAR_0870,hemL,15,9,6,1672.93612777778,7311.78745,Secreted,∆eccCb1,3.22347936003998,3.86402355818614
MMAR_0872,MMAR_0872,13,7,6,936.537349,901.685023333333,Secreted,∆eccCb1,2.97152510166979,2.95505485625848
MMAR_0879,fabH,15,9,6,1977.6553,5771.4251,Secreted,∆eccCb1,3.29615059749704,3.76128306387459
MMAR_0881,pnp,15,9,6,819.025524444444,2356.13868333333,Secreted,∆eccCb1,2.91329743650113,3.37220084962686
MMAR_0882,galE3,15,9,6,533.259985,1475.193125,Secreted,∆eccCb1,2.72693899612297,3.16884887972533
MMAR_0884,MMAR_0884,15,9,6,2073.35367777778,4672.18216666667,Secreted,∆eccCb1,3.31667339143576,3.6695197674168
MMAR_0892,MMAR_0892,15,9,6,852.015526666667,997.19375,Secreted,∆eccCb1,2.93044750918479,2.9987795478612
MMAR_0894,MMAR_0894,6,3,3,795.431663333333,822.222476666667,Secreted,∆eccCb1,2.90060287472797,2.91498934468817
MMAR_0895,menB,15,9,6,2490.19675333333,9475.7604,Secreted,∆eccCb1,3.39623366256207,3.97661407080617
MMAR_0896,MMAR_0896,15,9,6,3011.71486666667,13578.1742333333,Secreted,∆eccCb1,3.4788138527561,4.1328413771834
MMAR_0897,fadD8,9,6,3,182.70269,472.249023333333,Secreted,∆eccCb1,2.26174494167961,2.6741710684226
MMAR_0898,MMAR_0898,15,9,6,1002.86520333333,3346.91056666667,Secreted,∆eccCb1,3.00124256274857,3.52464410766041
MMAR_0900,bpoC,12,6,6,411.271223333333,2038.61234333333,Secreted,∆eccCb1,2.61412832296709,3.3093346494381
MMAR_0901,menD,6,3,3,155.53097,88.6021733333333,Secreted,∆eccCb1,2.19181688057118,1.94744437487913
MMAR_0908,MMAR_0908,15,9,6,1643.68003,9107.00315666667,Secreted,∆eccCb1,3.21581727869669,3.95937548711089
MMAR_0909,MMAR_0909,4,1,3,85.7616,696.181533333333,Secreted,∆eccCb1,1.9332928747821,2.84272249915827
MMAR_0910,MMAR_0910,2,0,2,NA,57.1136065,Secreted,∆eccCb1,0,1.75673958502199
MMAR_0911,grcC1,15,9,6,1763.77167933333,1989.55489166667,Secreted,∆eccCb1,3.24644236490952,3.29875592579911
MMAR_0915,gpdA1,15,9,6,1048.60229444444,21347.01241,Secreted,∆eccCb1,3.02061080365757,4.32933710256285
MMAR_0918,MMAR_0918,6,3,3,351.301678666667,411.281988,Secreted,∆eccCb1,2.54568022503805,2.61413969009877
MMAR_0920,MMAR_0920,15,9,6,2435.26944444444,12421.2674666667,Secreted,∆eccCb1,3.38654701966218,4.09416591352931
MMAR_0922,MMAR_0922,4,3,1,92.4749886666667,55.225266,Secreted,∆eccCb1,1.96602428676219,1.74213781638691
MMAR_0924,MMAR_0924,10,6,4,287.259500833333,122.905192,Secreted,∆eccCb1,2.45827440147261,2.08957022958558
MMAR_0928,cyp189A6,6,3,3,130.910674666667,98.2150853333333,Secreted,∆eccCb1,2.11697506106422,1.99217819831508
MMAR_0932,MMAR_0932,6,3,3,185.059086666667,180.75744,Secreted,∆eccCb1,2.26731041443684,2.25709618195244
MMAR_0934,MMAR_0934,5,2,3,57.336818,339.705603333333,Secreted,∆eccCb1,1.75843358740037,2.5311027104752
MMAR_0937,gatA_1,6,6,0,1811.49385,NA,Secreted,∆eccCb1,3.25803686394848,0
MMAR_0940,galT,15,9,6,494.951534888889,2019.52258333333,Secreted,∆eccCb1,2.69456267537641,3.30524871403595
MMAR_0943,MMAR_0943,6,3,3,964.465946666667,82.141995,Secreted,∆eccCb1,2.98428689819469,1.91456524644763
MMAR_0950,lpqN,15,9,6,24237.4827444444,55949.9685,Secreted,∆eccCb1,4.38448751289665,4.74779984635534
MMAR_0953,MMAR_0953,3,3,0,1296.21453333333,NA,Secreted,∆eccCb1,3.11267688651313,0
MMAR_0954,MMAR_0954,15,9,6,4316.00315555556,10436.9675,Secreted,∆eccCb1,3.63508175353633,4.01857433110617
MMAR_0955,MMAR_0955,12,6,6,821.873476666667,946.849318333333,Secreted,∆eccCb1,2.91480496521061,2.97628087084788
MMAR_0956,recD,11,5,6,110.0593876,347.48948,Secreted,∆eccCb1,2.04162709195069,2.54094166116467
MMAR_0957,recB,13,7,6,1474.43056628571,795.415710666667,Secreted,∆eccCb1,3.16862432562367,2.90059416470937
MMAR_0958,recC,12,6,6,126.119447833333,768.989173333333,Secreted,∆eccCb1,2.10078206068464,2.88592022537401
MMAR_0959,MMAR_0959,4,1,3,66.23482,305.15978,Secreted,∆eccCb1,1.82108636041054,2.48452729312588
MMAR_0960,cynS,9,6,3,344.56409,1735.74125333333,Secreted,∆eccCb1,2.53727001389121,3.23948498545753
MMAR_0962,echA3,15,9,6,24126.7082,103238.518,Secreted,∆eccCb1,4.3824980716768,5.0138417615727
MMAR_0965,gloB,15,9,6,374.158711777778,582.558883333333,Secreted,∆eccCb1,2.57305586163434,2.76533982912173
MMAR_0967,rpmG2,15,9,6,3464.94927777778,7842.50445,Secreted,∆eccCb1,3.53969688150412,3.89445477379757
MMAR_0968,MMAR_0968,15,9,6,2364.43860111111,1763.48951333333,Secreted,∆eccCb1,3.37372804089539,3.24637288146027
MMAR_0969,MMAR_0969,15,9,6,7123.06312222222,10123.0638333333,Secreted,∆eccCb1,3.85266679293524,4.00531197540201
MMAR_0970,MMAR_0970,15,9,6,2778.81898888889,6728.74823333333,Secreted,∆eccCb1,3.44386025793713,3.82793427879756
MMAR_0972,nusG,15,9,6,23142.2671333333,17176.8341666667,Secreted,∆eccCb1,4.36440590238005,4.23494312278727
MMAR_0973,rplK,15,9,6,15132.3159888889,49974.8993333333,Secreted,∆eccCb1,4.17990540153413,4.69875192797231
MMAR_0974,rplA,15,9,6,5142.78612222222,11677.5168333333,Secreted,∆eccCb1,3.71119846329248,4.06735050200294
MMAR_0976,MMAR_0976,15,9,6,340.007487777778,1532.92882,Secreted,∆eccCb1,2.53148848135038,3.18552198929735
MMAR_0977,mmaA4,15,9,6,9395.92908888889,33898.5468333333,Secreted,∆eccCb1,3.9729397304959,4.53018108121808
MMAR_0978,mmaA3,15,9,6,2399.03299777778,11263.0629166667,Secreted,∆eccCb1,3.38003622156276,4.0516565101352
MMAR_0979,mmaA5_1,9,6,3,477.115135,1513.41693333333,Secreted,∆eccCb1,2.67862319342484,3.17995858889684
MMAR_0980,mmaA1,6,3,3,230.991196666667,453.438463333333,Secreted,∆eccCb1,2.3635954287582,2.65651835678061
MMAR_0982,MMAR_0982,3,3,0,201.39912,NA,Secreted,∆eccCb1,2.30405756860102,0
MMAR_0984,amiD,15,9,6,612.027986666667,1829.19564,Secreted,∆eccCb1,2.7867712819119,3.26226015754234
MMAR_0985,MMAR_0985,6,3,3,459.09445,1657.7372,Secreted,∆eccCb1,2.66190204260496,3.21951568324921
MMAR_0989,MMAR_0989,6,3,3,6641.31956666667,195.817803333333,Secreted,∆eccCb1,3.82225437810074,2.29185217438199
MMAR_0990,rplJ,15,9,6,21207.5662222222,82035.5916666667,Secreted,∆eccCb1,4.32649083179304,4.91400231471095
MMAR_0991,rplL,15,9,6,57570.3207777778,36490.522,Secreted,∆eccCb1,4.76019864932018,4.56218007602834
MMAR_0994,mkl,15,9,6,2313.63024666667,2220.70995,Secreted,∆eccCb1,3.36429395329189,3.3464918384492
MMAR_0995,rpoB,15,9,6,10136.2258666667,23975.5551666667,Secreted,∆eccCb1,4.00587627941624,4.37976867227767
MMAR_0996,rpoC,15,9,6,7082.49556666667,22180.6645,Secreted,∆eccCb1,3.85018631134316,4.34597455283029
MMAR_0997,MMAR_0997,15,9,6,244.864691222222,497.528803333333,Secreted,∆eccCb1,2.38892616563559,2.69681822833124
MMAR_0999,end,6,3,3,484.066653333333,961.555253333333,Secreted,∆eccCb1,2.68490516573913,2.9829742449222
MMAR_1001,MMAR_1001,15,9,6,721.005423333333,3796.200975,Secreted,∆eccCb1,2.85793853145297,3.57934919638514
MMAR_1002,echA4,12,6,6,202.132124,172.340805,Secreted,∆eccCb1,2.30563533957799,2.23638811719399
MMAR_1005,mmpL5,3,0,3,NA,93.56832,Secreted,∆eccCb1,0,1.97112883187844
MMAR_1006,mmpS5,15,9,6,617.992081111111,1374.47841,Secreted,∆eccCb1,2.7909829101183,3.1381379224323
MMAR_1007,MMAR_1007,9,6,3,420.709073333333,2345.80793333333,Secreted,∆eccCb1,2.62398187844463,3.37029245070014
MMAR_1008,MMAR_1008,15,9,6,9717.00814444444,17879.3048333333,Secreted,∆eccCb1,3.9875325667399,4.25235062895003
MMAR_1009,MMAR_1009,15,9,6,7245.19158888889,13340.6091666667,Secreted,∆eccCb1,3.86004987426504,4.12517566104092
MMAR_1011,rpsL,15,9,6,2624.86673555556,10588.9951083333,Secreted,∆eccCb1,3.4191072591774,4.02485474767943
MMAR_1012,rpsG,15,9,6,32061.3477777778,202769.425,Secreted,∆eccCb1,4.50598177504085,5.3070024696216
MMAR_1013,fusA1,15,9,6,24582.6584333333,44634.485,Secreted,∆eccCb1,4.39062884683755,4.64967052817791
MMAR_1014,tuf,15,9,6,93636.4552222222,223842.316666667,Secreted,∆eccCb1,4.97144496433078,5.34994219192234
MMAR_1017,MMAR_1017,15,9,6,5058.78031111111,7847.70406666667,Secreted,∆eccCb1,3.70404581960548,3.89474261763426
MMAR_1022,lldD1,9,3,6,407.573133333333,238.839906666667,Secreted,∆eccCb1,2.61020554817629,2.37810689279713
MMAR_1028,MMAR_1028,6,3,3,248.739093333333,1152.18384666667,Secreted,∆eccCb1,2.39574404696954,3.06152178223167
MMAR_1030,rpsJ,15,9,6,4431.69005555556,28073.8161666667,Secreted,∆eccCb1,3.64656937900627,4.44830145173228
MMAR_1031,rplC,15,9,6,37641.0734666667,127768.169166667,Secreted,∆eccCb1,4.5756620003557,5.1064226716854
MMAR_1032,rplD,15,9,6,33594.1919333333,166747.74,Secreted,∆eccCb1,4.52626419913568,5.22205995645857
MMAR_1033,rplW,15,9,6,34417.2857222222,128817.0545,Secreted,∆eccCb1,4.53677661723087,5.10997336445953
MMAR_1034,rplB,15,9,6,38992.7137333333,174665.189,Secreted,∆eccCb1,4.59098346135879,5.24220635815036
MMAR_1035,rpsS,15,9,6,6649.58357222222,85268.874,Secreted,∆eccCb1,3.82279444861908,4.93079052803765
MMAR_1036,rplV,15,9,6,42075.6874,130813.122666667,Secreted,∆eccCb1,4.62403121987277,5.11665131291681
MMAR_1037,rpsC,15,9,6,32005.6841111111,168477.685,Secreted,∆eccCb1,4.50522711453463,5.22654238637564
MMAR_1038,rplP,15,9,6,13572.7565,107017.258,Secreted,∆eccCb1,4.13266805776791,5.02945381927209
MMAR_1039,rpmC,12,6,6,268.739471666667,313.250711666667,Secreted,∆eccCb1,2.4293314590199,2.49589206633037
MMAR_1040,rpsQ,15,9,6,11500.7926,43993.001,Secreted,∆eccCb1,4.06072777165315,4.64338358855759
MMAR_1041,atsA,15,9,6,4269.90070777778,17887.62145,Secreted,∆eccCb1,3.63041777606353,4.25255259546864
MMAR_1042,MMAR_1042,15,9,6,416.826284444444,458.185885,Secreted,∆eccCb1,2.61995509711791,2.66104170606457
MMAR_1043,MMAR_1043,9,3,6,277.04326,836.1813,Secreted,∆eccCb1,2.44254758896474,2.92230045094745
MMAR_1045,rplN,15,9,6,12488.2698044444,56246.084,Secreted,∆eccCb1,4.09650227292717,4.75009229111419
MMAR_1046,rplX,15,9,6,19672.1586,86339.38,Secreted,∆eccCb1,4.29385201709438,4.9362089256783
MMAR_1047,rplE,15,9,6,32963.4211555556,160668.171666667,Secreted,∆eccCb1,4.51803227923486,5.20592985163205
MMAR_1048,rpsN,12,6,6,585.189801666667,5837.28568333333,Secreted,∆eccCb1,2.7672967488981,3.7662109486912
MMAR_1049,rpsH,15,9,6,9666.82112222222,33201.2616666667,Secreted,∆eccCb1,3.98528368235097,4.52115458745284
MMAR_1050,rplF,15,9,6,44501.4863111111,169549.1125,Secreted,∆eccCb1,4.64837451628283,5.22929552081796
MMAR_1051,rplR,15,9,6,33945.2581111111,112995.981666667,Secreted,∆eccCb1,4.53077911528777,5.05306299949207
MMAR_1052,rpsE,15,9,6,5979.61890777778,18993.1076666667,Secreted,∆eccCb1,3.77667350647619,4.27859603014324
MMAR_1053,rpmD,15,9,6,2002.11985,8577.50765,Secreted,∆eccCb1,3.30149007146284,3.9333611140615
MMAR_1054,rplO,15,9,6,27493.2598333333,88606.3106666667,Secreted,∆eccCb1,4.43922623652208,4.94746465405534
MMAR_1056,ssp,13,7,6,353.893203428571,1294.91632666667,Secreted,∆eccCb1,2.54887222202771,3.11224170660957
MMAR_1057,MMAR_1057,15,9,6,365.434903333333,1548.32181,Secreted,∆eccCb1,2.56281002523093,3.18986123139986
